,緯度,經度,圖示,顏色,名稱,碗　　數,得獎菜色,菜　　系,評　　審,地　　址,電　　話,geometry,index_right,TOWNID,TOWNCODE,COUNTYNAME,TOWNNAME,TOWNENG,COUNTYID,COUNTYCODE,縣市,鄉鎮區
452,23.103627,121.378262,<i class='fas fa-utensils'></i>,#198754,成功豆花,&#127836; (1碗),花生豆花,台式,楊柏偉,961台東縣成功鎮中山路63號,08 985 4128,POINT (121.378262 23.103627),0,V02,10014020,臺東縣,成功鎮,Chenggong Township,V,10014,臺東縣,成功鎮
453,22.874236,121.22845,<i class='fas fa-utensils'></i>,#198754,臼部厨房,&#127836; (1碗),臼部招牌芋頭米粉,台式,林裕森,959台東縣東河鄉都蘭村199―2號1樓,08 953 1178,POINT (121.22845 22.874236),182,V07,10014070,臺東縣,東河鄉,Donghe Township,V,10014,臺東縣,東河鄉
454,22.759317,121.149175,<i class='fas fa-utensils'></i>,#198754,花式蔥餅,&#127836; (1碗),蔥餅加蛋,台式,陳陸寬,950台東縣台東市浙江路17號,0965 076 211,POINT (121.149175 22.759317),180,V01,10014010,臺東縣,臺東市,Taitung City,V,10014,臺東縣,臺東市
455,22.763462,121.147708,<i class='fas fa-utensils'></i>,#198754,品味鵝肉店,&#127836; (1碗),旗魚飯,台式,陳陸寬,950台東縣台東市開封街289-297號,0928 014 095,POINT (121.147708 22.763462),180,V01,10014010,臺東縣,臺東市,Taitung City,V,10014,臺東縣,臺東市
456,22.752247,121.153495,<i class='fas fa-utensils'></i>,#198754,秒殺水煎包,&#127836; (1碗),高麗菜水煎包＋十穀米豆漿,台式,楊柏偉,950台東縣台東市廣東路246號,08 932 8453,POINT (121.153495 22.752247),180,V01,10014010,臺東縣,臺東市,Taitung City,V,10014,臺東縣,臺東市
457,23.125743,121.219978,<i class='fas fa-utensils'></i>,#198754,家鄉正宗池上便當,&#127836; (1碗),家鄉池上飯包,台式,鄒駿昇,958台東縣池上鄉中正路4號,08 986 3521,POINT (121.219978 23.125743),141,V10,10014060,臺東縣,池上鄉,Chishang Township,V,10014,臺東縣,池上鄉
458,22.762097,121.142669,<i class='fas fa-utensils'></i>,#198754,粨發粨粽,&#127836; (1碗),阿粨,台式,顧瑋,950台東縣台東市更生路359號,0967 131 599,POINT (121.142669 22.762097),180,V01,10014010,臺東縣,臺東市,Taitung City,V,10014,臺東縣,臺東市
459,23.101763,121.379016,<i class='fas fa-utensils'></i>,#198754,越來家鄉味,&#127836; (1碗),越式海鮮河粉,越式,米力,961台東縣成功鎮民生路99號,08 985 3127,POINT (121.379016 23.101763),0,V02,10014020,臺東縣,成功鎮,Chenggong Township,V,10014,臺東縣,成功鎮
460,23.047839,121.161033,<i class='fas fa-utensils'></i>,#198754,痴愛玉,&#127836; (1碗),燒酒雞愛玉,台式,高靜玉,956台東縣關山鎮中山路105號,,POINT (121.161033 23.047839),272,V03,10014030,臺東縣,關山鎮,Guanshan Township,V,10014,臺東縣,關山鎮
461,22.753817,121.149694,<i class='fas fa-utensils'></i>,#198754,興倫製麵,&#127836; (1碗),炸鹹湯圓,台式,米力,950台東縣台東市央市場人棟22號,0972 732 085,POINT (121.149694 22.753817),180,V01,10014010,臺東縣,臺東市,Taitung City,V,10014,臺東縣,臺東市
462,22.759408,121.14103,<i class='fas fa-utensils'></i>,#198754,ʙᴇʟʟö鍋燒販賣所,&#127836; (1碗),沙茶鍋燒麵、番茄鍋燒麵,台式,王浩一,950台東縣台東市武昌街27號,08 933 3837,POINT (121.14103 22.759408),180,V01,10014010,臺東縣,臺東市,Taitung City,V,10014,臺東縣,臺東市
463,23.567789,119.568238,<i class='fas fa-utensils'></i>,#198754,紫玉仙草,&#127836; (1碗),八仙冰,台式,愛吃鬼芸芸,880澎湖縣馬公市中華路7號,06 921 8423,POINT (119.568238 23.567789),146,X01,10016010,澎湖縣,馬公市,Magong City,X,10016,澎湖縣,馬公市
464,24.433814,118.316149,<i class='fas fa-utensils'></i>,#198754,永春廣東粥,&#127836; (1碗),金門粥糜,台式,葉怡蘭,893金門縣金城鎮莒光路162-2號,08 232 7292,POINT (118.316149 24.433814),347,W03,09020010,金門縣,金城鎮,Jincheng Township,W,09020,金門縣,金城鎮
465,24.431469,118.318413,<i class='fas fa-utensils'></i>,#198754,蚵嗲之家,&#127836; (1碗),蚵嗲,台式,高靜玉,893金門縣金城鎮莒光路一段59號,08 232 2210,POINT (118.318413 24.431469),347,W03,09020010,金門縣,金城鎮,Jincheng Township,W,09020,金門縣,金城鎮
466,24.431793,118.421679,<i class='fas fa-utensils'></i>,#198754,新頭碰粿,&#127836; (1碗),椪恰龜,台式,高靜玉,金門縣金湖鎮新頭,,POINT (118.421679 24.431793),349,W01,09020030,金門縣,金湖鎮,Jinhu Township,W,09020,金門縣,金湖鎮
467,26.160198,119.951371,<i class='fas fa-utensils'></i>,#198754,天美軒,&#127836; (1碗),手工大餅,台式,高靜玉,209連江縣南竿鄉55號,08 362 2257,POINT (119.951371 26.160198),22,Z01,09007010,連江縣,南竿鄉,Nangan Township,Z,09007,連江縣,南竿鄉
468,26.155554,119.951406,<i class='fas fa-utensils'></i>,#198754,馬港香林小館,&#127836; (1碗),鼎邊糊,台式,顧瑋,209連江縣南竿鄉70號,08 362 5370,POINT (119.951406 26.155554),22,Z01,09007010,連江縣,南竿鄉,Nangan Township,Z,09007,連江縣,南竿鄉
